Div,Date,HomeTeam,AwayTeam,FTHG,FTAG,FTR,HTHG,HTAG,HTR,GBH,GBD,GBA,IWH,IWD,IWA,SBH,SBD,SBA,WHH,WHD,WHA
D1,22/04/01,Freiburg,Kaiserslautern,5,2,H,5,0,H,24500,Hartmut Strampe ,13,18,9,8,1,1,6,5,9,17,4,0,1,3,0,0,10,30,2.25,3.05,2.9,2.2,2.9,2.7,2.1,3.2,3,2.1,3.2,3,2.2,3.2,2.8
D1,27/04/01,Wolfsburg,Dortmund,1,1,D,1,1,D,20600,Herbert Fandel ,15,8,6,2,0,0,7,7,17,11,2,5,4,1,0,0,40,10,2.65,3.1,2.4,2.35,3,2.35,2.75,3.2,2.25,3,3.1,2.15,2.62,3.25,2.3
D1,28/04/01,FC Koln,Cottbus,4,0,H,2,0,H,25000,Helmut Krug ,18,13,9,2,0,0,2,4,17,18,0,1,1,3,0,0,10,30,1.65,3.3,4.8,1.75,3.1,3.6,1.61,3.25,5,1.57,3.4,5.2,1.57,3.5,5
D1,28/04/01,Bayern Munich,Freiburg,1,0,H,0,0,D,58000,Edgar Steinborn ,20,6,8,2,2,0,14,9,18,11,5,1,1,0,0,0,10,0,1.35,4.1,7,1.4,3.6,5.5,1.5,3.4,6,1.44,3.75,6,1.4,3.75,7
D1,28/04/01,Bochum,Schalke 04,1,1,D,1,0,H,32645,Alfons Berg ,8,15,3,8,0,0,3,6,19,13,4,2,2,1,0,0,20,10,3.95,3.4,1.7,3.6,3.2,1.7,3.5,3.75,1.73,5.25,3.6,1.5,5,3.5,1.57
D1,28/04/01,Hertha,Ein Frankfurt,3,0,H,3,0,H,35969,Helmut Fleischer ,17,6,8,1,0,0,6,2,20,16,3,2,1,1,0,0,10,10,1.45,3.8,6.2,1.45,3.5,5,1.4,4,6.5,1.36,3.6,8,1.36,3.75,8
D1,28/04/01,Kaiserslautern,Leverkusen,0,1,A,0,1,A,41500,Hermann Albrecht ,6,4,3,0,0,1,5,4,13,14,3,4,5,3,0,0,50,30,2.4,3.1,2.65,2.3,2.9,2.5,2.37,3.25,2.5,2.38,3.2,2.6,2.3,3.25,2.62
D1,28/04/01,Stuttgart,Werder Bremen,2,1,H,1,0,H,25000,Markus Merk ,13,5,4,4,0,0,7,3,22,19,0,5,2,0,0,0,20,0,2.25,3,2.95,2.1,2.9,2.9,2.1,3.2,3,2.2,3.1,2.9,2.25,3.25,2.7
D1,29/04/01,Hamburg,Hansa Rostock,2,1,H,0,1,A,50000,Bernd Heynemann ,21,9,9,2,1,0,5,5,22,23,4,2,4,4,0,1,40,65,1.75,3.2,4.3,1.55,3.3,4.5,1.8,3.25,3.75,1.62,3.1,5,1.66,3.1,4.5
D1,29/04/01,Unterhaching,Munich 1860,3,2,H,2,1,H,15300,J\FCrgen Aust ,22,15,13,5,1,0,4,4,19,18,0,2,1,3,0,0,10,30,2.22,3.1,2.9,2,2.9,3,2.25,3.2,2.75,2.2,3.2,2.8,2.2,3.2,2.8
D1,04/05/01,Dortmund,Stuttgart,0,0,D,0,0,D,65000,Alfons Berg ,10,6,4,3,0,0,4,3,10,20,4,4,1,2,0,0,10,20,1.44,3.7,6.5,1.55,3.3,4.5,1.5,3.4,6,1.4,3.75,7,1.44,3.6,6.5
D1,05/05/01,Munich 1860,FC Koln,3,1,H,1,1,D,26900,Florian Meyer ,21,8,8,2,1,0,8,3,16,19,0,1,2,2,0,0,20,20,2,3.1,3.4,2,2.9,3,2.1,3.4,2.87,2.1,3.2,3,2.1,3.2,3
D1,05/05/01,Ein Frankfurt,Bochum,3,0,H,0,0,D,22000,Markus Merk ,19,12,4,6,0,1,5,7,20,21,0,0,2,4,1,1,45,65,1.7,3.4,4.25,1.75,3.1,3.6,1.8,3.25,3.75,1.75,3.4,3.8,1.72,3.4,4
D1,05/05/01,Hamburg,Kaiserslautern,1,1,D,1,0,H,52000,Helmut Krug ,9,19,2,7,0,0,1,4,22,21,2,3,3,5,1,0,55,50,2.13,3.05,3.15,1.9,3,3.1,2,3.2,3.2,2,3.2,3.2,2,3.2,3.2
D1,05/05/01,Hansa Rostock,Cottbus,1,0,H,1,0,H,28000,Hartmut Strampe ,11,7,5,1,0,1,8,7,29,18,2,1,2,1,0,0,20,10,1.77,3.25,4.1,1.8,2.6,4,1.73,3.2,4.33,1.9,2.9,3.75,1.85,3.1,3.8
D1,05/05/01,Leverkusen,Bayern Munich,0,1,A,0,0,D,22500,Bernd Heynemann ,10,6,3,2,0,1,6,5,22,17,4,4,1,2,0,0,10,20,2.5,2.9,2.55,2.35,3,2.35,2.4,3.25,2.5,2.38,3.1,2.6,2.5,3.1,2.5
D1,05/05/01,Schalke 04,Wolfsburg,2,1,H,2,0,H,58370,Helmut Fleischer ,7,10,4,6,0,2,3,3,13,11,4,1,1,3,0,0,10,30,1.4,3.6,6.5,1.45,3.5,5,1.57,3.25,5.5,1.44,3.6,6.5,1.44,3.6,6.5
D1,06/05/01,Freiburg,Hertha,1,0,H,0,0,D,25000,J\FCrgen Aust ,11,18,5,8,0,0,5,4,11,16,1,2,1,3,0,0,10,30,2.25,3.15,2.85,2.2,2.9,2.7,2,3.2,3.2,2.2,3.1,2.88,2.25,3.1,2.8
D1,06/05/01,Werder Bremen,Unterhaching,0,0,D,0,0,D,29810,Lutz Michael Fr\F6hlich ,10,10,3,5,0,0,12,6,24,10,4,3,1,1,0,0,10,10,1.51,3.55,5.8,1.5,3.4,4.7,1.5,3.4,6,1.5,3.5,5.75,1.5,3.6,5.5
D1,12/05/01,FC Koln,Werder Bremen,1,3,A,1,1,D,40000,Hermann Albrecht ,14,15,5,7,1,2,2,4,8,16,3,4,0,1,0,0,0,10,2.1,3.1,3.1,2.2,2.9,2.7,2,3.2,3.2,2.1,3.2,3,2,3.2,3.2
D1,12/05/01,Bayern Munich,Kaiserslautern,2,1,H,0,1,A,63000,Lutz Wagner ,16,4,9,1,1,0,9,0,8,10,4,0,2,2,0,0,20,20,1.3,4.2,7.5,1.4,3.6,5.5,1.5,3.4,6,1.3,4.33,7.5,1.36,4,7
D1,12/05/01,Bochum,Freiburg,1,3,A,0,1,A,15000,Peter Sippel ,15,10,5,6,0,0,11,9,17,18,1,1,1,3,1,0,35,30,3.27,3.25,1.96,3.1,3,1.9,3.75,3.5,1.73,3.5,3.4,1.83,3.4,3.5,1.83
D1,12/05/01,Cottbus,Hamburg,4,2,H,2,1,H,19919,J\FCrgen Jansen ,18,17,10,11,0,0,3,7,17,13,2,1,3,4,0,0,30,40,1.8,3.3,3.7,1.7,3.2,3.6,1.91,3.4,3.25,1.8,3.4,3.6,1.8,3.4,3.6
D1,12/05/01,Hansa Rostock,Munich 1860,0,0,D,0,0,D,19000,Markus Merk ,11,4,5,1,0,0,7,4,11,11,2,1,0,2,0,0,0,20,2.05,3.1,3.2,2,2.9,3,2.1,3.25,2.87,2,3.1,3.3,2,3.2,3.2
D1,12/05/01,Hertha,Leverkusen,1,1,D,1,0,H,50000,Herbert Fandel ,9,12,5,2,0,1,3,7,23,23,2,5,2,5,0,0,20,50,2.3,3.1,2.8,2.2,2.9,2.7,2.1,3.25,2.87,2.2,3.1,2.88,2.1,3.2,3
D1,12/05/01,Stuttgart,Schalke 04,1,0,H,0,0,D,51165,Bernd Heynemann ,12,7,3,1,0,0,2,3,13,12,0,1,2,1,0,0,20,10,2.7,3.2,2.3,2.35,3,2.35,2.62,3.2,2.37,2.7,3.25,2.25,2.8,3.2,2.2
D1,12/05/01,Unterhaching,Dortmund,1,4,A,0,1,A,15000,Edgar Steinborn ,18,16,10,8,1,0,8,4,16,16,1,1,2,2,0,0,20,20,2.7,3.1,2.25,2.4,2.9,2.4,2.62,3.4,2.25,2.63,3.3,2.25,2.7,3.25,2.25
D1,12/05/01,Wolfsburg,Ein Frankfurt,3,0,H,3,0,H,16000,Helmut Krug ,12,8,6,3,0,0,4,9,17,23,5,6,0,2,0,0,0,20,1.87,3.35,3.4,1.85,3.1,3.2,2,3.4,3,1.9,3.4,3.3,1.83,3.5,3.4
D1,19/05/01,Munich 1860,Cottbus,0,1,A,0,1,A,19500,Herbert Fandel ,15,11,7,5,1,1,1,4,16,17,3,0,2,1,0,0,20,10,1.96,3.3,3.25,1.85,3.2,3.1,2.1,3.2,3,2.25,3.5,2.5,2.2,3.5,2.6
D1,19/05/01,Dortmund,FC Koln,3,3,D,1,2,A,68600,Peter Gagelmann ,18,7,7,5,0,0,9,3,20,14,2,3,1,4,1,0,35,40,1.35,4.25,6.9,1.4,3.6,5.5,1.33,4,8,1.36,4,7,1.33,4,8
D1,19/05/01,Ein Frankfurt,Stuttgart,2,1,H,2,0,H,35000,Lutz Michael Fr\F6hlich ,9,15,5,12,1,0,2,4,9,10,4,3,0,0,0,0,0,0,2.33,3.05,2.75,2.3,3,2.4,2.25,3.2,2.75,2.25,3.25,2.7,2.2,3.25,2.75
D1,19/05/01,Freiburg,Wolfsburg,4,1,H,2,0,H,25000,Alfons Berg ,17,17,8,7,0,0,3,3,6,9,0,2,2,3,0,0,20,30,1.6,3.4,4.9,1.7,2.5,4.5,1.61,3.25,5,1.57,3.2,5.5,1.53,3.1,6.5
D1,19/05/01,Hamburg,Bayern Munich,1,1,D,0,0,D,55000,Markus Merk ,13,13,7,5,0,0,5,7,21,12,3,2,4,2,0,0,40,20,4.4,2.8,1.83,3.6,2.9,1.8,4.5,2.87,1.8,5,2.8,1.8,5,2.7,1.8
D1,19/05/01,Kaiserslautern,Hertha,0,1,A,0,0,D,41500,Bernd Heynemann ,6,10,2,3,0,0,6,3,9,16,2,9,3,3,0,0,30,30,2.2,3.15,2.85,2.2,2.9,2.7,2.2,3.25,2.75,2.1,3.4,2.8,2.2,3,3
D1,19/05/01,Leverkusen,Bochum,1,0,H,1,0,H,22500,Michael Weiner ,9,7,3,3,1,0,6,4,10,11,1,0,2,1,0,1,20,35,1.16,5.85,11.5,1.15,5.5,11,1.12,6,13,1.17,5.5,12,1.16,5.5,12
D1,19/05/01,Schalke 04,Unterhaching,5,3,H,2,2,D,65000,,10,3,3,1,0,0,6,3,4,13,2,1,2,3,0,0,20,30,1.33,4.45,6.75,1.35,4,6,1.36,3.75,8,1.33,4.5,6.5,1.33,4.5,6.5
D1,19/05/01,Werder Bremen,Hansa Rostock,3,0,H,2,0,H,35000,Uwe Kemmling ,15,15,9,8,1,2,6,6,19,9,5,2,1,6,1,1,35,85,1.45,3.7,5.9,1.4,3.6,5.5,1.44,3.6,6.5,1.44,3.75,6,1.44,3.6,6.5
D2,11/08/00,Hannover,Nurnberg,1,1,D,0,0,D,20329,Bernd Heynemann ,,,,,,,,,,,,,1,1,0,0,10,10,2.4,3,2.6,2.3,2.9,2.5,2.5,3,2.5
D2,11/08/00,Stuttgarter K,Oberhausen,1,0,H,1,0,H,5400,,,,,,,,,,,,,,2,1,0,0,20,10,1.8,3.1,3.8,2,2.9,3,2.1,3.1,3
D2,12/08/00,Ahlen,St Pauli,3,6,A,2,2,D,8000,G\FCnter Perl ,,,,,,,,,,,,,2,0,0,0,20,0,,,,1.9,2.9,3.2,1.9,3.2,3.3
D2,12/08/00,M'gladbach,Saarbrucken,0,0,D,0,0,D,28000,Peter Gagelmann ,,,,,,,,,,,,,0,0,0,0,0,0,1.4,3.7,6.5,1.45,3.5,5,1.57,3.3,5
D2,13/08/00,Bielefeld,Osnabruck,3,1,H,1,1,D,21258,J\FCrgen Aust ,,,,,,,,,,,,,0,3,0,0,0,30,1.55,3.7,4.5,1.55,3.3,4.5,1.44,3.6,6
D2,13/08/00,Greuther Furth,Chemnitz,4,1,H,1,0,H,6000,Alfons Berg ,,,,,,,,,,,,,1,1,0,0,10,10,2,2.9,3.1,1.75,2.9,3.8,1.72,3.1,4.2
D2,13/08/00,Mannheim,Aachen,3,0,H,1,0,H,7400,J\FCrgen Jansen ,,,,,,,,,,,,,1,0,0,0,10,0,1.85,3.1,3.6,,,,2,3.1,3.2
D2,13/08/00,Reutlingen,Mainz,3,2,H,1,1,D,8000,Uwe Kemmling ,,,,,,,,,,,,,2,4,0,0,20,40,2.3,3.2,2.55,1.9,2.9,3.2,2.2,3,2.9
D2,14/08/00,Duisburg,Ulm,1,2,A,0,1,A,8550,Franz-Xaver Wack ,11,5,6,2,0,0,10,3,22,26,0,1,3,1,0,1,30,35,2,3,3.4,2,2.9,3,2,3.1,3.2
D2,18/08/00,Chemnitz,Hannover,0,2,A,0,0,D,7020,J\F6rg Kessler ,,,,,,,,,,,,,0,0,0,0,0,0,2.05,3.05,3,2.1,2.9,2.9,2.25,2.8,3
D2,18/08/00,St Pauli,Mannheim,5,0,H,4,0,H,17390,Helmut Fleischer,,,,,,,,,,,,,2,1,0,1,20,35,2,2.95,3.05,,,,2.2,2.85,3
D2,19/08/00,Aachen,Reutlingen,4,1,H,1,0,H,15000,Herrmann Albrecht ,,,,,,,,,,,,,1,1,0,1,10,35,1.7,3.2,4.1,1.9,2.9,3.2,1.75,3.15,4
D2,19/08/00,Osnabruck,M'gladbach,1,3,A,1,0,H,19711,Helmut Krug ,,,,,,,,,,,,,1,3,0,0,10,30,2.7,3.1,2.25,2.9,2.9,2.1,3.15,3.1,2
D2,20/08/00,Mainz,Stuttgarter K,2,2,D,1,2,A,5668,Wolfgang Stark ,,,,,,,,,,,,,4,3,0,0,40,30,1.6,3.4,4.5,1.65,3.1,4,1.65,3.2,4.6
D2,20/08/00,Nurnberg,Ahlen,2,0,H,2,0,H,21700,Hartmut Strampe ,,,,,,,,,,,,,0,1,0,0,0,10,1.4,3.7,6.15,1.35,3.8,6.2,1.3,4.1,8
D2,20/08/00,Oberhausen,Duisburg,1,0,H,1,0,H,10000,Edgar Steinborn ,,,,,,,,,,,,,0,4,0,0,0,40,2.3,3,2.6,2.2,2.9,2.7,2.55,2.8,2.55
D2,20/08/00,Saarbrucken,Greuther Furth,2,1,H,1,1,D,18000,Florian Mayer ,,,,,,,,,,,,,1,1,0,0,10,10,2.25,3.1,2.5,2.1,2.9,2.9,1.95,3,3.4
D2,21/08/00,Ulm,Bielefeld,0,1,A,0,1,A,11000,Markus Merk ,16,11,5,9,1,0,6,4,21,18,2,2,0,4,0,0,0,40,1.9,3.1,3.5,1.9,2.9,3.2,1.9,3,3.6
D2,04/09/00,M'gladbach,Ulm,5,0,H,2,0,H,18800,Christian Sch\FCssling ,,,,,,,,,,,,,4,5,0,1,40,75,1.8,3.1,3.8,1.75,3.1,3.6,1.7,3.1,4.4
D2,05/09/00,Bielefeld,Oberhausen,2,0,H,2,0,H,12030,Peter Lange ,,,,,,,,,,,,,1,1,0,1,10,35,1.5,3.5,5.7,1.5,3.4,4.7,1.45,3.55,6
D2,05/09/00,Chemnitz,Saarbrucken,1,3,A,0,2,A,5325,Wolfgang Stark ,,,,,,,,,,,,,1,2,0,0,10,20,2.1,3.1,3,2.2,2.9,2.7,2.25,2.9,2.85
D2,05/09/00,Duisburg,Mainz,0,0,D,0,0,D,6000,Peter Gagelmann ,,,,,,,,,,,,,1,2,0,0,10,20,1.8,3.2,3.9,1.8,3,3.5,1.7,3.1,4.4
D2,05/09/00,Hannover,Ahlen,1,1,D,0,1,A,11587,Dirk Margenberg ,,,,,,,,,,,,,2,3,0,0,20,30,1.5,3.6,5.4,1.45,3.5,5,1.45,3.4,6.5
D2,05/09/00,Reutlingen,St Pauli,2,0,H,0,0,D,8500,Manfred Haupt ,,,,,,,,,,,,,2,1,0,0,20,10,2.4,3.1,2.55,2,2.9,3,2.3,2.85,2.85
D2,06/09/00,Greuther Furth,Osnabruck,2,0,H,1,0,H,5806,Thorsten Kinh\F6fer ,,,,,,,,,,,,,0,3,0,0,0,30,1.66,3.3,4.5,1.5,3.2,5,1.55,3.4,5
D2,06/09/00,Mannheim,Nurnberg,1,4,A,0,2,A,8100,Thorsten Koop ,,,,,,,,,,,,,2,4,0,0,20,40,2.55,3.1,2.35,,,,2.55,2.85,2.5
D2,06/09/00,Stuttgarter K,Aachen,0,3,A,0,0,D,4115,Ralf Sp\E4ker ,,,,,,,,,,,,,0,0,0,0,0,0,2,3.1,3.3,1.9,2.9,3.2,2.15,2.95,3
D2,08/09/00,Mainz,Bielefeld,2,4,A,2,4,A,5300,J\FCrgen Kreyer ,,,,,,,,,,,,,0,0,0,0,0,0,2.5,3.1,2.3,2.4,2.9,2.4,2.55,2.9,2.5
D2,08/09/00,Saarbrucken,Hannover,2,1,H,1,0,H,13000,Volker Wezel ,,,,,,,,,,,,,1,2,0,0,10,20,2.2,3,2.75,2.1,2.9,2.9,1.85,3.15,3.6
D2,09/09/00,Ahlen,Mannheim,1,2,A,1,0,H,,Michael Pickel ,,,,,,,,,,,,,3,3,0,0,30,30,2.25,3.15,2.6,,,,2.3,2.9,2.8
D2,09/09/00,Nurnberg,Reutlingen,2,0,H,2,0,H,,Lutz Wagner ,,,,,,,,,,,,,1,2,0,0,10,20,1.5,3.4,5.4,1.4,3.6,5.5,1.4,3.6,7
D2,10/09/00,Oberhausen,M'gladbach,1,1,D,0,1,A,12437,Uwe Kemmling ,,,,,,,,,,,,,3,4,0,0,30,40,2.5,3.2,2.3,2.4,2.9,2.4,3.15,2.9,2.1
D2,10/09/00,Osnabruck,Chemnitz,1,1,D,1,0,H,8362,Kai Voss ,,,,,,,,,,,,,1,3,0,0,10,30,2,3.05,3.2,1.8,3,3.5,1.85,3,3.75
D2,10/09/00,St Pauli,Stuttgarter K,4,0,H,2,0,H,16255,Thomas Frank ,,,,,,,,,,,,,0,0,0,0,0,0,1.66,3.2,4.4,1.7,3.1,3.8,1.6,3.3,4.7
D2,10/09/00,Ulm,Greuther Furth,2,2,D,0,0,D,7500,Hartmut Strampe ,,,,,,,,,,,,,1,2,1,0,35,20,1.85,3.05,3.65,1.75,3.1,3.6,1.9,2.9,3.75
D2,11/09/00,Aachen,Duisburg,1,0,H,0,0,D,15200,Peter Sippel ,,,,,,,,,,,,,0,1,0,0,0,10,2,3.15,3.3,2.1,2.9,2.9,1.95,3,3.4
D2,15/09/00,Duisburg,St Pauli,4,1,H,3,1,H,7709,Peter Lange ,,,,,,,,,,,,,1,2,0,1,10,45,2,3,3.5,1.9,2.9,3.2,1.85,3.2,3.5
D2,15/09/00,Hannover,Mannheim,3,0,H,0,0,D,8567,Detlef Scheppe ,,,,,,,,,,,,,2,4,0,1,20,65,1.85,3.2,3.45,,,,1.95,3,3.4
D2,16/09/00,M'gladbach,Mainz,1,1,D,1,1,D,19800,Stefan Weber ,,,,,,,,,,,,,1,4,0,0,10,40,1.4,3.5,6.6,1.35,3.8,6.2,1.45,3.4,6.5
D2,16/09/00,Reutlingen,Ahlen,5,1,H,1,1,D,5850,Babak Rafati ,,,,,,,,,,,,,1,4,0,0,10,40,1.66,3.15,4.4,1.55,3.3,4.5,1.6,3.3,4.8
D2,17/09/00,Chemnitz,Ulm,1,0,H,1,0,H,5600,Thomas Frank ,,,,,,,,,,,,,2,2,0,0,20,20,2.4,2.9,2.5,2.4,2.9,2.4,2.7,2.85,2.4
D2,17/09/00,Greuther Furth,Oberhausen,1,2,A,1,0,H,4863,Matthias Anklam ,,,,,,,,,,,,,1,4,0,0,10,40,1.75,3.15,3.85,1.7,3.1,3.8,1.7,3.15,4.3
D2,17/09/00,Saarbrucken,Osnabruck,2,1,H,1,1,D,14000,J\FCrgen Kreyer ,,,,,,,,,,,,,2,2,0,0,20,20,1.6,3.3,5,1.55,3.3,4.5,1.55,3.45,5
D2,17/09/00,Stuttgarter K,Nurnberg,0,2,A,0,0,D,7635,J\F6rg Kessler ,,,,,,,,,,,,,2,1,0,0,20,10,2.85,3.1,2.1,3,2.9,2,2.95,3.1,2.1
D2,18/09/00,Bielefeld,Aachen,1,1,D,1,1,D,,Michael Weiner ,,,,,,,,,,,,,4,3,1,0,65,30,1.5,3.35,5.2,1.55,3.3,4.5,1.45,3.6,5.8
D2,22/09/00,Nurnberg,Duisburg,3,1,H,1,1,D,21300,Christian Sch\FCssling ,,,,,,,,,,,,,2,3,0,0,20,30,1.55,3.35,4.9,1.55,3.3,4.5,1.55,3.4,5
D2,22/09/00,Ulm,Saarbrucken,3,1,H,1,0,H,6200,Mike Pickel ,,,,,,,,,,,,,3,2,0,0,30,20,2.05,3,3.2,2,2.9,3,2,3,3.3
D2,23/09/00,Mannheim,Reutlingen,1,1,D,0,1,A,7000,Dirk Margenberg ,,,,,,,,,,,,,5,2,0,0,50,20,1.85,3.2,3.4,,,,1.8,3.15,3.75
D2,23/09/00,St Pauli,Bielefeld,2,0,H,0,0,D,17562,J\FCrgen Jansen ,,,,,,,,,,,,,1,2,0,0,10,20,2.4,3.3,2.4,2.4,2.9,2.4,2.7,3,2.3
D2,24/09/00,Ahlen,Stuttgarter K,1,1,D,0,0,D,4212,Frank Minskowski ,,,,,,,,,,,,,2,0,0,0,20,0,2.25,3.3,2.55,2.1,2.9,2.9,2.2,3.15,2.75
D2,24/09/00,Mainz,Greuther Furth,1,0,H,1,0,H,4400,Ralf Sp\E4ker ,,,,,,,,,,,,,1,3,0,0,10,30,2,3.1,3.2,2,2.9,3,1.95,3.1,3.3
D2,24/09/00,Oberhausen,Chemnitz,4,1,H,2,0,H,2701,Markus Schmidt ,,,,,,,,,,,,,1,1,0,1,10,35,1.7,3.45,3.9,1.65,3.1,4,1.7,3.2,4.2
D2,24/09/00,Osnabruck,Hannover,0,1,A,0,0,D,10573,Helmut Fleischer ,,,,,,,,,,,,,0,1,0,0,0,10,2.45,2.9,2.45,2.4,2.9,2.4,2.5,2.9,2.55
D2,25/09/00,Aachen,M'gladbach,1,1,D,1,1,D,22500,Edgar Steinborn ,,,,,,,,,,,,,4,3,0,0,40,30,2.35,3.1,2.55,2.4,2.9,2.4,2.55,2.8,2.55
D2,29/09/00,Duisburg,Ahlen,3,3,D,1,2,A,6712,J\FCrgen Aust ,,,,,,,,,,,,,0,1,0,0,0,10,1.47,3.8,5,1.45,3.5,5,1.4,3.6,7
D2,29/09/00,Saarbrucken,Oberhausen,3,2,H,2,0,H,11300,Torsten Koop ,,,,,,,,,,,,,1,3,0,0,10,30,1.8,3.15,3.8,1.8,3,3.5,1.8,3.2,3.7
D2,30/09/00,M'gladbach,St Pauli,4,2,H,1,1,D,25451,Knut Kircher ,,,,,,,,,,,,,2,2,0,0,20,20,1.6,3.3,4.85,1.5,3.4,4.7,1.6,3.25,4.8
D2,30/09/00,Stuttgarter K,Mannheim,2,2,D,1,1,D,4532,G\FCnter Perl ,,,,,,,,,,,,,2,3,0,1,20,55,,,,,,,2.3,3,2.7
D2,01/10/00,Chemnitz,Mainz,0,2,A,0,0,D,5680,Franz-Xaver Wack ,,,,,,,,,,,,,0,2,1,0,25,20,2.15,3.15,2.8,2.1,2.9,2.9,2.35,2.9,2.7
D2,01/10/00,Greuther Furth,Aachen,3,0,H,1,0,H,5417,Peter Gagelmann ,,,,,,,,,,,,,1,2,0,0,10,20,2.1,3.1,3,1.9,2.9,3.2,2.1,3,3
D2,01/10/00,Hannover,Reutlingen,5,1,H,2,1,H,11352,Thorsten Kinh\F6fer ,,,,,,,,,,,,,4,2,0,0,40,20,1.71,3.4,3.85,1.7,3.1,3.8,1.75,3.2,3.9
D2,01/10/00,Osnabruck,Ulm,2,1,H,2,0,H,9996,Detlef Scheppe ,,,,,,,,,,,,,4,2,0,0,40,20,2.4,3.2,2.4,2.4,2.9,2.4,2.6,3,2.4
D2,02/10/00,Bielefeld,Nurnberg,1,2,A,1,0,H,13000,Florian Meyer ,,,,,,,,,,,,,2,2,0,0,20,20,2.2,3,2.9,2,2.9,3,2.25,2.85,2.9
D2,13/10/00,Aachen,Chemnitz,1,2,A,0,1,A,15200,Matthias Anklam ,,,,,,,,,,,,,0,1,0,1,0,35,1.5,3.4,5.7,1.45,3.5,5,1.5,3.5,5.4
D2,13/10/00,Mannheim,Duisburg,1,0,H,1,0,H,5000,Manfred Haupt ,,,,,,,,,,,,,2,3,0,0,20,30,,,,,,,2,3.1,3.2
D2,14/10/00,Ahlen,Bielefeld,1,1,D,1,0,H,9050,Volker Wezel ,,,,,,,,,,,,,2,2,0,0,20,20,3.5,3.3,1.8,3,2.9,2,3.4,3,1.95
D2,14/10/00,Mainz,Saarbrucken,1,0,H,1,0,H,8961,G\FCnter Perl ,,,,,,,,,,,,,2,1,0,1,20,35,2.15,3.2,2.8,2.1,2.9,2.9,2.25,3,2.8
D2,15/10/00,Oberhausen,Osnabruck,5,2,H,1,0,H,5351,Stefan Kammerer ,,,,,,,,,,,,,0,0,0,0,0,0,1.61,3.45,4.75,1.6,3.2,4.2,1.6,3.3,4.8
D2,15/10/00,Reutlingen,Stuttgarter K,1,0,H,0,0,D,11000,Lutz Michael Fr\F6hlich ,,,,,,,,,,,,,0,2,0,0,0,20,1.75,3.3,3.9,1.75,3.1,3.6,1.95,2.8,3.75
D2,15/10/00,St Pauli,Greuther Furth,3,3,D,3,0,H,16377,Markus Schmidt ,,,,,,,,,,,,,1,2,0,0,10,20,1.66,3.3,4.2,1.9,2.9,3.2,1.75,3.15,4
D2,15/10/00,Ulm,Hannover,3,3,D,1,0,H,7000,Lutz Wagner ,,,,,,,,,,,,,2,3,0,2,20,80,2.05,3,3.2,2.1,2.9,2.9,2.05,3.15,3
D2,16/10/00,Nurnberg,M'gladbach,2,1,H,1,0,H,30000,Alfons Berg ,,,,,,,,,,,,,0,0,0,0,0,0,1.85,3.1,3.7,1.8,2.9,3.6,1.85,3,3.8
D2,20/10/00,Bielefeld,Mannheim,0,0,D,0,0,D,9681,Kai Voss ,,,,,,,,,,,,,4,4,0,0,40,40,1.5,3.3,5.7,,,,,,
D2,20/10/00,Chemnitz,St Pauli,1,3,A,1,0,H,5800,Ralf Sp\E4ker ,,,,,,,,,,,,,1,2,0,0,10,20,2.4,3.15,2.45,2.2,2.9,2.7,2.3,2.95,2.75
D2,21/10/00,Greuther Furth,Nurnberg,0,0,D,0,0,D,35100,Michael Weiner ,,,,,,,,,,,,,3,2,0,0,30,20,3.4,3.15,1.9,3.5,3,1.8,4.1,3.1,1.75
D2,21/10/00,Hannover,Stuttgarter K,1,0,H,0,0,D,12331,J\FCrgen Kreyer ,,,,,,,,,,,,,2,2,1,0,45,20,1.5,3.55,5.2,1.45,3.5,5,1.5,3.45,5.5
D2,22/10/00,Duisburg,Reutlingen,4,3,H,2,1,H,7365,Babak Rafati ,,,,,,,,,,,,,5,1,0,0,50,10,1.8,3.15,3.65,1.8,3,3.5,1.8,3.15,3.75
D2,22/10/00,Osnabruck,Mainz,2,1,H,1,0,H,10000,Peter Lange ,,,,,,,,,,,,,1,0,1,0,35,0,2.3,3.2,2.65,2.3,2.8,2.6,2.3,3,2.7
D2,22/10/00,Saarbrucken,Aachen,1,3,A,1,0,H,18000,Thomas Frank ,,,,,,,,,,,,,0,2,0,0,0,20,1.75,3.15,3.9,1.7,3.1,3.8,1.65,3.2,4.6
D2,22/10/00,Ulm,Oberhausen,0,1,A,0,0,D,6000,Frank Minskowski ,,,,,,,,,,,,,0,2,0,0,0,20,1.9,3.2,3.3,1.8,3,3.5,1.85,3.1,3.65
D2,23/10/00,M'gladbach,Ahlen,1,2,A,0,0,D,15500,Stefan Kammerer ,,,,,,,,,,,,,0,4,0,0,0,40,1.35,3.55,5.1,1.35,3.8,6.2,1.3,4,8.5
D2,27/10/00,Nurnberg,Chemnitz,3,1,H,2,0,H,15500,Knut Kircher ,,,,,,,,,,,,,1,1,0,0,10,10,1.3,4.5,7.1,1.3,4,7,1.25,4.5,8.5
D2,27/10/00,Reutlingen,Bielefeld,3,2,H,2,1,H,8000,Stefan Weber ,,,,,,,,,,,,,1,2,0,0,10,20,2.4,3.1,2.65,2.3,2.9,2.5,2.35,2.9,2.7
